source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0,0.0,0.0,1123859,1.0,108.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,20,0.8,0.16666666666666666,1399006,1.2448234164606058,104.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,40,1.6,0.3333333333333333,1641815,1.4608727607288814,101.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,60,2.4,0.5,1738165,1.5466041558594095,101.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,80,3.2,0.6666666666666666,1836030,1.633683584862514,100.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,100,4.0,0.8333333333333334,1919783,1.7082062785456182,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,120,4.8,1.0,1983421,1.7648308195245133,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,140,5.6,1.1666666666666667,2071936,1.8435906995450497,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,160,6.4,1.3333333333333333,2102809,1.871061227431555,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,180,7.2,1.5,2185254,1.944420074048435,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,200,8.0,1.6666666666666667,2232362,1.9863363642592176,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,220,8.8,1.8333333333333335,2280067,2.0287838598970156,98.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,240,9.6,2.0,2331626,2.0746606113400348,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,260,10.4,2.1666666666666665,2378558,2.1164202982758513,98.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,280,11.2,2.3333333333333335,2419328,2.1526970910051886,98.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,300,12.0,2.5,2463271,2.1917971916405885,98.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,320,12.8,2.6666666666666665,2507707,2.23133595940416,98.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,340,13.6,2.8333333333333335,2551576,2.2703702154807677,98.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,360,14.4,3.0,2594107,2.3082139307510996,98.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,380,15.2,3.1666666666666665,2681868,2.38630290810502,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,400,16.0,3.3333333333333335,2709367,2.410771280027121,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,420,16.8,3.5,2755420,2.4517488403794427,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
01-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,440,17.6,3.666666666666667,2780106,2.4737142292760925,99.0,,,True,,pH 4.5,pH 4.5,,01,yes,False,auto_parsed
