source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,0,0.0,0.0,675491,1.0,102.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,20,0.8,0.16666666666666666,859013,1.271686817440943,97.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,40,1.6,0.3333333333333333,948283,1.4038425382425526,95.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,60,2.4,0.5,1009604,1.494622430202623,94.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,80,3.2,0.6666666666666666,1081552,1.6011345821039806,92.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,100,4.0,0.8333333333333334,1142966,1.692052151694101,91.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,120,4.8,1.0,1202765,1.7805788678161516,90.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,140,5.6,1.1666666666666667,1256279,1.859801240875156,90.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,160,6.4,1.3333333333333333,1291715,1.9122608591380197,88.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
01-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-2.mp4,180,7.2,1.5,1330467,1.9696294991347034,88.0,,,True,,pH 1.2,pH 1.2,,01,yes,False,auto_parsed
