source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,0,0.0,0.0,730184,1.0,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,20,0.8,0.16666666666666666,920051,1.2600262399614344,105.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,40,1.6,0.3333333333333333,1076346,1.47407502766426,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,60,2.4,0.5,1153646,1.5799387551630821,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,80,3.2,0.6666666666666666,1228464,1.6824033394322526,105.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,100,4.0,0.8333333333333334,1289480,1.7659658387474937,105.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,120,4.8,1.0,1333423,1.8261465603190428,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,140,5.6,1.1666666666666667,1372868,1.8801671907354858,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,160,6.4,1.3333333333333333,1415703,1.9388304865622912,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,180,7.2,1.5,1445169,1.9791846986512989,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,200,8.0,1.6666666666666667,1472982,2.0172750977835725,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,220,8.8,1.8333333333333335,1509916,2.067856868953579,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,240,9.6,2.0,1541850,2.111591051022756,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,260,10.4,2.1666666666666665,1569788,2.14985263988255,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,280,11.2,2.3333333333333335,1597103,2.187261019140381,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,300,12.0,2.5,1631145,2.233882144774468,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,320,12.8,2.6666666666666665,1658546,2.271408302564833,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,340,13.6,2.8333333333333335,1682598,2.3043479451754627,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,360,14.4,3.0,1706145,2.3365959812869086,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,380,15.2,3.1666666666666665,1733214,2.3736674591609788,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,400,16.0,3.3333333333333335,1759151,2.409188642862621,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,420,16.8,3.5,1783864,2.44303353675238,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,440,17.6,3.666666666666667,1805569,2.4727589210390803,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,460,18.4,3.833333333333333,1842179,2.5228969684353535,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,480,19.2,4.0,1863060,2.551493870038237,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,500,20.0,4.166666666666667,1884295,2.5805755809494593,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,520,20.8,4.333333333333333,1942134,2.6597871221500333,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,540,21.6,4.500000000000001,1963505,2.6890550874847983,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,560,22.4,4.666666666666667,1980387,2.712175287324839,108.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,580,23.2,4.833333333333333,2005547,2.746632355680212,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,600,24.0,5.0,2022204,2.769444414010715,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,620,24.8,5.166666666666667,2035609,2.787802800390039,107.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,640,25.6,5.333333333333333,2046992,2.803392021736987,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,660,26.4,5.5,2059682,2.8207712028748917,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,680,27.2,5.666666666666667,2072892,2.838862533279283,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,700,28.0,5.833333333333333,2097079,2.871987060795635,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,720,28.8,6.0,2113757,2.8948278790003616,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
03-pH1.2T-亲水凝胶空白制剂-251203-Side-24h-750X-2.mp4,740,29.6,6.166666666666667,2126541,2.912335794813362,106.0,,,True,,pH 1.2,pH 1.2,,03,yes,False,auto_parsed
