source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,0,0.0,0.0,673890,1.0,108.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,20,0.8,0.16666666666666666,833384,1.2366766089421122,105.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,40,1.6,0.3333333333333333,960807,1.4257623647776343,104.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,60,2.4,0.5,1016479,1.5083752541215925,103.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,80,3.2,0.6666666666666666,1092496,1.6211785306207245,104.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,100,4.0,0.8333333333333334,1154600,1.7133360043924082,104.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,120,4.8,1.0,1202145,1.7838890620130883,104.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,140,5.6,1.1666666666666667,1241144,1.841760524714716,104.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,160,6.4,1.3333333333333333,1291004,1.9157488610900888,105.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
03-pH4.5T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,180,7.2,1.5,1325236,1.9665464690082952,105.0,,,True,,pH 4.5,pH 4.5,,03,yes,False,auto_parsed
