source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,0,0.0,0.0,668183,1.0,109.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,20,0.8,0.16666666666666666,828044,1.2392473319434945,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,40,1.6,0.3333333333333333,939336,1.4058064931313727,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,60,2.4,0.5,1003130,1.5012803378715112,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,80,3.2,0.6666666666666666,1049717,1.5710022553701606,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,100,4.0,0.8333333333333334,1090288,1.6317206513784397,104.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,120,4.8,1.0,1120294,1.6766275107268518,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,140,5.6,1.1666666666666667,1143238,1.7109654091768274,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,160,6.4,1.3333333333333333,1165238,1.743890521009963,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,180,7.2,1.5,1188734,1.7790545404477516,105.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,200,8.0,1.6666666666666667,1244975,1.8632245956571778,103.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,220,8.8,1.8333333333333335,1268067,1.8977839903140308,103.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,240,9.6,2.0,1295216,1.9384150749121123,102.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,260,10.4,2.1666666666666665,1321329,1.9774956860620518,102.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,280,11.2,2.3333333333333335,1345832,2.0141667776642027,102.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,300,12.0,2.5,1368839,2.0485989616617006,102.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,320,12.8,2.6666666666666665,1391864,2.0830580843870616,102.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,340,13.6,2.8333333333333335,1424500,2.1319009911955256,102.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,360,14.4,3.0,1448097,2.1672161668285486,102.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,380,15.2,3.1666666666666665,1472868,2.2042883461566665,101.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
03-pH6.8T-亲水凝胶空白制剂-251203-Side-24h-750X-1.mp4,400,16.0,3.3333333333333335,1484176,2.2212118536388985,100.0,,,True,,pH 6.8,pH 6.8,,03,yes,False,auto_parsed
