source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0,0.0,0.0,1126180,1.0,116.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,20,0.8,0.16666666666666666,1339472,1.1893942353797795,112.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,40,1.6,0.3333333333333333,1437974,1.276859827025875,110.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,60,2.4,0.5,1559182,1.3844873821236392,108.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,80,3.2,0.6666666666666666,1641455,1.4575423111758334,106.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,100,4.0,0.8333333333333334,1719936,1.5272301053117618,105.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,120,4.8,1.0,1788831,1.5884059386598945,104.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,140,5.6,1.1666666666666667,1854530,1.6467438597737485,104.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,160,6.4,1.3333333333333333,1913761,1.6993384716475164,104.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,180,7.2,1.5,1959332,1.739803583796551,104.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,200,8.0,1.6666666666666667,2009226,1.7841073363050313,104.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,220,8.8,1.8333333333333335,2001427,1.7771821556056757,99.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,240,9.6,2.0,2051723,1.8218428670372409,99.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,260,10.4,2.1666666666666665,2096882,1.8619421406879895,99.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,280,11.2,2.3333333333333335,2171836,1.9284981086504822,98.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,300,12.0,2.5,2200362,1.953827984869204,98.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,320,12.8,2.6666666666666665,2235070,1.9846472144772593,98.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,340,13.6,2.8333333333333335,2271197,2.0167264558063542,97.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,360,14.4,3.0,2296419,2.039122520378625,97.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,380,15.2,3.1666666666666665,2318062,2.0583405849864143,97.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,400,16.0,3.3333333333333335,2354589,2.0907750093235538,97.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,420,16.8,3.5,2384344,2.1171961853344934,97.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,440,17.6,3.666666666666667,2408096,2.1382869523521997,97.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,460,18.4,3.833333333333333,2439678,2.166330426752384,97.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,480,19.2,4.0,2482386,2.2042533165213376,96.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,500,20.0,4.166666666666667,2485158,2.206714734767089,96.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,520,20.8,4.333333333333333,2509459,2.2282929904633364,96.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,540,21.6,4.500000000000001,2538508,2.2540872684650766,95.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,560,22.4,4.666666666666667,2560336,2.2734696052140864,95.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,580,23.2,4.833333333333333,2574784,2.286298815464668,95.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,600,24.0,5.0,2570494,2.2824894777033866,95.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,620,24.8,5.166666666666667,2583373,2.2939254826049122,95.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,640,25.6,5.333333333333333,2594457,2.3037676037578363,95.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,660,26.4,5.5,2609428,2.3170612157914365,95.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,680,27.2,5.666666666666667,2632213,2.3372933278871937,94.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,700,28.0,5.833333333333333,2643809,2.3475900832904153,94.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,720,28.8,6.0,2650723,2.3537294215844713,94.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,740,29.6,6.166666666666667,2670141,2.370971780710011,93.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,760,30.4,6.333333333333333,2682683,2.3821085439272585,93.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,780,31.2,6.5,2690012,2.388616384592161,93.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,800,32.0,6.666666666666667,2678924,2.3787707116091568,92.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,820,32.8,6.833333333333332,2678921,2.3787680477365964,92.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,840,33.6,7.0,2678895,2.3787449608410736,91.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,860,34.4,7.166666666666667,2676589,2.3766973307996944,91.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,880,35.2,7.333333333333334,2670105,2.370939814239287,91.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,900,36.0,7.5,2675941,2.3761219343266617,90.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,920,36.8,7.666666666666666,2659711,2.36171038377524,90.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,940,37.6,7.833333333333333,2657182,2.359464739206876,89.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,960,38.4,8.0,2646088,2.349613738478751,89.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,980,39.2,8.166666666666668,2612513,2.3198005647409827,89.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
02-pH1.2T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,1000,40.0,8.333333333333334,2593010,2.302482729226234,88.0,,,True,,pH 1.2,pH 1.2,,02,yes,False,auto_parsed
