source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0,0.0,0.0,601026,1.0,105.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,20,0.8,0.16666666666666666,719462,1.1970563669458558,100.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,40,1.6,0.3333333333333333,858965,1.429164462103137,99.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,60,2.4,0.5,907592,1.5100711117322712,97.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,80,3.2,0.6666666666666666,952521,1.5848249493366344,97.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,100,4.0,0.8333333333333334,1007555,1.6763917035203135,96.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,120,4.8,1.0,1045550,1.7396086026228483,96.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,140,5.6,1.1666666666666667,1081257,1.7990186780605164,95.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,160,6.4,1.3333333333333333,1113855,1.8532559323556719,95.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,180,7.2,1.5,1134592,1.8877585994615873,95.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,200,8.0,1.6666666666666667,1160195,1.9303574221414714,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,220,8.8,1.8333333333333335,1172751,1.951248365295345,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,240,9.6,2.0,1196807,1.9912732560654614,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,260,10.4,2.1666666666666665,1222946,2.0347638870864158,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,280,11.2,2.3333333333333335,1254234,2.086821535174851,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,300,12.0,2.5,1276009,2.1230512490308238,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,320,12.8,2.6666666666666665,1291913,2.149512666673322,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,340,13.6,2.8333333333333335,1306334,2.1735066369840905,94.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,360,14.4,3.0,1341427,2.2318951260012048,93.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,380,15.2,3.1666666666666665,1357613,2.2588257413156834,93.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,400,16.0,3.3333333333333335,1413181,2.351280976197369,92.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
02-pH4.5T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,420,16.8,3.5,1430961,2.3808637230336127,92.0,,,True,,pH 4.5,pH 4.5,,02,yes,False,auto_parsed
