source_video,frame_index,video_time_s,real_time_h,projected_area_px,normalized_projected_area,threshold_used,roi_y_min,roi_y_max,mask_area_valid,qc_flag,formulation_group,pH_condition,viscosity_group,replicate_id,include_for_fig4,mapping_used,parsing_status
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,0,0.0,0.0,646300,1.0,105.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,20,0.8,0.16666666666666666,823830,1.2746866780133066,99.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,40,1.6,0.3333333333333333,890626,1.3780380628191242,98.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,60,2.4,0.5,953750,1.4757078755995667,97.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,80,3.2,0.6666666666666666,993396,1.537050905152406,97.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,100,4.0,0.8333333333333334,1110692,1.7185393779978337,96.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,120,4.8,1.0,1156027,1.7886848212904225,95.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,140,5.6,1.1666666666666667,1184474,1.8326999845273093,95.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,160,6.4,1.3333333333333333,1211286,1.874185362834597,95.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,180,7.2,1.5,1313431,2.032231161999072,94.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,200,8.0,1.6666666666666667,1337625,2.0696657898808604,94.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,220,8.8,1.8333333333333335,1362724,2.1085006962710815,94.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,240,9.6,2.0,1376735,2.130179483212131,94.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,260,10.4,2.1666666666666665,1402139,2.1694863066687295,93.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,280,11.2,2.3333333333333335,1421886,2.2000402289958223,93.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,300,12.0,2.5,1464077,2.265321058332044,92.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,320,12.8,2.6666666666666665,1480022,2.2899922636546495,92.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,340,13.6,2.8333333333333335,1491257,2.3073758316571253,92.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,360,14.4,3.0,1502909,2.325404610861829,92.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
02-pH6.8T-亲水凝胶空白制剂-251217-Side-24h-750X-1.mp4,380,15.2,3.1666666666666665,1523485,2.3572412192480274,91.0,,,True,,pH 6.8,pH 6.8,,02,yes,False,auto_parsed
