group_type,group_value,file_count,supported_count,unsupported_count,verdict_same_count,verdict_different_count,verdict_unknown_count,avg_experiment_completeness_pct,avg_dimension_coverage_pct,avg_dimension_detail_score_pct,avg_mechanism_score_pct,avg_reasoning_score_pct,avg_structural_completeness_pct,avg_overall_quality_score_pct,comparison_table_rate_pct,reference_trace_rate_pct,placeholder_reference_rate_pct,repeat_group_count,complete_repeat_group_count,consistent_repeat_group_count,inconsistent_repeat_group_count,potential_false_positive_count,potential_false_negative_count,repeat_consistency_rate_pct,bert_scored_count,avg_bert_f1_pct
OVERALL,ALL,174,174,0,149,25,0,84.29,100.0,99.63,30.79,84.92,99.71,84.11,100.0,100.0,87.36,52,37,36,5,0,3,87.8,0,0.0
MODEL_BUCKET,slot_1,42,42,0,36,6,0,82.14,100.0,99.64,29.79,85.52,99.4,83.58,100.0,100.0,92.86,12,7,7,0,0,0,100.0,0,0.0
MODEL_BUCKET,slot_2,42,42,0,36,6,0,82.14,100.0,99.69,33.24,86.4,100.0,84.33,100.0,100.0,69.05,12,7,8,0,0,0,100.0,0,0.0
MODEL_BUCKET,slot_3,42,42,0,33,9,0,82.54,100.0,99.52,30.05,84.3,99.4,83.5,100.0,100.0,90.48,12,7,6,4,0,2,60.0,0,0.0
MODEL_BUCKET,unassigned,48,48,0,44,4,0,89.58,100.0,99.67,30.19,83.64,100.0,84.94,100.0,100.0,95.83,16,16,15,1,0,1,93.75,0,0.0
DRUG,咪唑斯汀缓释片10mg,9,9,0,9,0,0,94.44,100.0,99.76,35.33,80.0,100.0,86.15,100.0,100.0,77.78,6,0,3,0,0,0,100.0,0,0.0
DRUG,地诺孕素片2mg,45,45,0,43,2,0,81.48,100.0,99.78,30.96,87.03,99.44,83.88,100.0,100.0,82.22,15,15,13,2,0,2,86.67,0,0.0
DRUG,替米沙坦片80mg,72,72,0,53,19,0,81.25,100.0,99.49,30.53,85.06,99.65,83.46,100.0,100.0,86.11,15,6,5,2,0,0,71.43,0,0.0
DRUG,硝苯地平控释片30mg,48,48,0,44,4,0,89.58,100.0,99.67,30.19,83.64,100.0,84.94,100.0,100.0,95.83,16,16,15,1,0,1,93.75,0,0.0
MANUFACTURER_PAIR,唯散宁 vs 博律,9,9,0,9,0,0,83.33,100.0,99.87,31.44,84.95,100.0,84.1,100.0,100.0,77.78,3,3,3,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,唯散宁 vs 唯散宁,9,9,0,8,1,0,74.07,100.0,99.95,31.44,88.33,97.22,82.35,100.0,100.0,77.78,3,3,2,1,0,1,66.67,0,0.0
MANUFACTURER_PAIR,唯散宁 vs 小仙片,9,9,0,9,0,0,83.33,100.0,99.51,29.0,86.76,100.0,83.96,100.0,100.0,100.0,3,3,3,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,唯散宁 vs 紫竹,9,9,0,9,0,0,83.33,100.0,99.7,32.67,87.18,100.0,84.6,100.0,100.0,66.67,3,3,3,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,唯散宁 vs 蒂诺安,9,9,0,8,1,0,83.33,100.0,99.88,30.22,87.92,100.0,84.37,100.0,100.0,88.89,3,3,2,1,0,1,66.67,0,0.0
MANUFACTURER_PAIR,拜新同 vs 一品红,3,3,0,3,0,0,83.33,100.0,99.45,29.0,87.36,100.0,84.04,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 久保平,3,3,0,3,0,0,83.33,100.0,99.27,29.0,85.83,100.0,83.78,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 亚宝,3,3,0,2,1,0,88.89,100.0,99.82,29.0,84.86,100.0,84.83,100.0,100.0,100.0,1,1,0,1,0,1,0.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 亿普,3,3,0,3,0,0,83.33,100.0,99.09,29.0,79.17,100.0,82.76,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 君保泰,3,3,0,3,0,0,88.89,100.0,99.63,40.67,89.3,100.0,87.22,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 奈特,3,3,0,3,0,0,88.89,100.0,99.82,29.0,84.86,100.0,84.83,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 奥赛定,3,3,0,3,0,0,88.89,100.0,100.0,29.0,85.83,100.0,85.0,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 居安诺,3,3,0,3,0,0,88.89,100.0,99.63,32.67,78.2,100.0,84.35,100.0,100.0,66.67,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 得欣通,3,3,0,3,0,0,88.89,100.0,100.0,29.0,78.2,100.0,83.86,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 拜新同,3,3,0,3,0,0,88.89,100.0,99.45,29.0,82.64,100.0,84.44,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 易释,3,3,0,3,0,0,88.89,100.0,100.0,29.0,88.05,100.0,85.33,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 欣然,3,3,0,0,3,0,94.44,100.0,99.82,29.0,80.14,100.0,85.23,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 欣适平,3,3,0,3,0,0,94.44,100.0,99.82,29.0,85.83,100.0,86.09,100.0,100.0,100.0,1,1,1,0,0,0,100.0,0,0.0
MANUFACTURER_PAIR,拜新同 vs 立方,3,3,0,3,0,0,100.0,100.0,99.25,32.67,78.2,100.0,86.52,100.0,100.0,66.67,1,1,1,0,0,0,100.0,0,0.0
