relative_path,file_name,extension,status,read_error,size_bytes,drug_root_label,primary_drug_label,primary_pH_label,condition_folder,view_folder,variant_label,model_label,model_label_source,model_bucket,comparison_pair_id,reference_manufacturer_label,manufacturer_label,reference_batch_label,comparison_batch_label,batch_pair,comparison_scope,sample_replicate_id,left_replicate_id,right_replicate_id,repeat_group_base_key,repeat_group_model_key,repeat_observation_key,repeat_group_complete,repeat_group_consistency_status,repeat_group_consensus_verdict,potential_error_label,left_product_name,left_manufacturer_label,left_batch_label,right_product_name,right_manufacturer_label,right_batch_label,manufacturer_pair,verdict,verdict_raw,char_count,word_count,has_experiment_section,experiment_fields_expected,experiment_fields_present,experiment_completeness_pct,experiment_time_interval_present,experiment_other_conditions_present,has_image_analysis_section,image_analysis_block_count,dimension_coverage_count,dimension_coverage_pct,dimension_avg_words,dimension_generic_count,dimension_duplicate_count,dimension_detail_score_pct,has_mechanism_section,mechanism_hypothesis_count,mechanism_follow_up_item_count,mechanism_evidence_trace_count,reference_trace_level,possible_placeholder_reference,mechanism_score_pct,reference_verify_placeholder,has_final_report_section,comparison_table_present,comparison_table_rows,reason_keyword_count,evidence_link_count,judgment_basis_clear,reasoning_score_pct,structural_completeness_pct,overall_quality_score_pct,bert_score_mode,bert_score_status,bert_reference_key,bert_reference_source,bert_reference_count,bert_precision_pct,bert_recall_pct,bert_f1_pct
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0-1.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0-1.docx,.docx,ok,,32554,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_1,,variant_fallback,slot_1,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0,皿治林,皿治林,,,,same_manufacturer,0,0,0,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || slot_1,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || 0,0,consistent,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,皿治林,,皿治林 vs 皿治林,same,same,57393,8226,1,6,6,100.0,0,1,1,8,8,100.0,52.22,2,0,98.91,1,0,0,5,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,86.06,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0-2.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0-2.docx,.docx,ok,,31636,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_2,,variant_fallback,slot_2,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0,皿治林,皿治林,,,,same_manufacturer,0,0,0,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || slot_2,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || 0,0,consistent,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,皿治林,,皿治林 vs 皿治林,same,same,54257,7742,1,6,5,83.33,0,1,1,8,8,100.0,53.31,0,0,100.0,1,4,0,7,structured,0,75.0,0,1,1,6,2,7,1,85.83,100.0,90.79,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0-3.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0-3.docx,.docx,ok,,32798,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_3,,variant_fallback,slot_3,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0,皿治林,皿治林,,,,same_manufacturer,0,0,0,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || slot_3,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || 0,0,consistent,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,皿治林,,皿治林 vs 皿治林,same,same,56064,7968,1,6,6,100.0,0,1,1,8,8,100.0,55.47,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,7,1,8,1,82.92,100.0,86.79,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1-1.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1-1.docx,.docx,ok,,32523,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_1,,variant_fallback,slot_1,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1,皿治林,皿治林,,,,same_manufacturer,1,0,1,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || slot_1,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || 1,0,consistent,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,皿治林,,皿治林 vs 皿治林,same,same,57143,8062,1,6,6,100.0,0,1,1,8,8,100.0,51.95,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,6,0,7,0,72.5,100.0,85.22,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1-2.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1-2.docx,.docx,ok,,32123,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_2,,variant_fallback,slot_2,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1,皿治林,皿治林,,,,same_manufacturer,1,0,1,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || slot_2,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || 1,0,consistent,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,皿治林,,皿治林 vs 皿治林,same,same,56659,8031,1,6,5,83.33,1,1,1,8,8,100.0,51.92,0,0,100.0,1,0,0,8,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,82.89,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1-3.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1-3.docx,.docx,ok,,32367,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_3,,variant_fallback,slot_3,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231016-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-1,皿治林,皿治林,,,,same_manufacturer,1,0,1,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || slot_3,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 皿治林 || 1,0,consistent,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,皿治林,,皿治林 vs 皿治林,same,same,56332,7960,1,6,6,100.0,0,1,1,8,8,100.0,52.89,0,0,100.0,1,0,0,6,generic,1,29.0,0,1,1,6,1,7,1,79.17,100.0,86.23,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0-1.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0-1.docx,.docx,ok,,33547,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_1,,variant_fallback,slot_1,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0,皿治林,奥尼捷,,,,cross_manufacturer,0,0,0,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷 || slot_1,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷 || 0,0,insufficient,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,奥尼捷,,皿治林 vs 奥尼捷,same,same,57554,8234,1,6,5,83.33,0,1,1,8,8,100.0,49.69,1,0,99.45,1,0,0,6,generic,1,29.0,0,1,1,6,2,7,1,85.83,100.0,83.81,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0-2.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0-2.docx,.docx,ok,,33683,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_2,,variant_fallback,slot_2,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0,皿治林,奥尼捷,,,,cross_manufacturer,0,0,0,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷 || slot_2,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷 || 0,0,insufficient,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,奥尼捷,,皿治林 vs 奥尼捷,same,same,59776,8625,1,6,6,100.0,0,1,1,8,8,100.0,58.95,0,0,100.0,1,0,0,5,generic,1,29.0,0,1,1,7,1,7,1,82.92,100.0,86.79,off,disabled,,,0,,,
咪唑斯汀/side/231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0-3.docx,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0-3.docx,.docx,ok,,32712,咪唑斯汀,咪唑斯汀缓释片10mg,pH6.8,,side,slot_3,,variant_fallback,slot_3,231014-01-pH6.8T-咪唑斯汀缓释片10mg-皿治林-24h-Side-750X-0vs231018-02-pH6.8T-咪唑斯汀缓释片10mg-奥尼捷-24h-Side-750X-0,皿治林,奥尼捷,,,,cross_manufacturer,0,0,0,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷 || slot_3,咪唑斯汀缓释片10mg || pH6.8 || 皿治林 vs 奥尼捷 || 0,0,insufficient,same,,咪唑斯汀缓释片10mg,皿治林,,咪唑斯汀缓释片10mg,奥尼捷,,皿治林 vs 奥尼捷,same,same,54381,7726,1,6,6,100.0,1,1,1,8,8,100.0,48.48,1,0,99.45,1,0,0,6,structured,0,40.0,0,1,1,6,0,7,0,72.5,100.0,86.79,off,disabled,,,0,,,
地诺孕素/pH4.5/side/01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1vs01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1-1.docx,01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1vs01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1-1.docx,.docx,ok,,30608,地诺孕素,地诺孕素片2mg,pH4.5,pH4.5,side,slot_1,,variant_fallback,slot_1,01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1vs01-pH4.5T-地诺孕素片2mg-唯散宁-WE127F-Side-15min-处理后原片-1,唯散宁,唯散宁,WE127F,WE127F,WE127F vs WE127F,same_manufacturer,1,1,1,地诺孕素片2mg || pH4.5 || 唯散宁 vs 唯散宁 || WE127F vs WE127F,地诺孕素片2mg || pH4.5 || 唯散宁 vs 唯散宁 || WE127F vs WE127F || slot_1,地诺孕素片2mg || pH4.5 || 唯散宁 vs 唯散宁 || WE127F vs WE127F || 1,1,consistent,same,,地诺孕素片2mg,唯散宁,WE127F,地诺孕素片2mg,唯散宁,WE127F,唯散宁 vs 唯散宁,same,same,46925,6650,0,6,0,0.0,0,0,1,9,8,100.0,47.97,1,0,99.51,1,0,0,6,generic,1,29.0,0,1,1,6,2,7,1,85.83,75.0,63.4,off,disabled,,,0,,,
